,title,write_date,score,content
42,경계선,2019-10-29,10,"항구 세관에서 일하는 티나(에바 멜란데르)는 개처럼 냄새를 잘 맡는다.  밀수품을 확인하는 것은 물론이고 심지어 냄새가 나지 않아도 어떤 물건에  극악무도한 게 담겨져 있는 것 까지도 적발해 낸다. 그녀의 뛰어난 능력은  동료들 사이에서도 칭찬받을 만 하지만 그녀에게 관심 있는 동료는 없다.  그녀의 외모는 못 생겼다는 것 보다 괴이하며 그렇기 때문에 그녀에게  쉽사리 다가가는 이가 없다.  하루하루 성실히 일하고 다소 사기꾼 기질이 있는 남자  롤랜드(요르겐 토르손)와 동거하는 티나는 무료한 하루를 보내다가  이성적으로 끌리는 남자와 마주친다. 냄새로 부정하고 범죄 사실을  밝혀내기보다 자신과 유사한 외모인 보레(에로 밀로노프)에게 끌린 티나는  자신이 여태까지 느껴보지 못했던 특별한 감정을 보레에게 느끼며 어느  멜로물에서나 느낄 법한 설렘을 보이기 시작한다.  보레에게 이끌린 티나는 결국 그에게 자신의 집에 딸린 손님방에 머무를  기회까지 준다. 보레는 자신에게 공격적으로 짖어대는 개들에게 다가가 한  번의 무시무시한 으르렁거림으로 개들을 굴복시키는데 작품은 보레가  보이는 행동과 더불어 보레와 티나 사이에 싹튼 감정의 소용돌이에 초점을  맞춰 이들의 정체를 작품에서 밝힌다.  이마와 콧등이 돌출된 이들은 ‘트롤’이다. 북유럽 신화에서 트롤들은 숲에서  살며 인간과 달리 무시무시한 힘과 거구의 몸집을 자랑하지만 작품에  등장한 트롤인 티나와 보레는 인간 사회에서 살 수 있도록 언어능력을  비롯한 사회성이 있는 상태다.  이런 가운데 당연히 성별이 티나는 여성, 보레를 남성으로 생각했던  관객에게 작품은 이 둘의 생물학적인 성을 바꿔 충격을 주더니 보레의  등장으로 자신의 출신을 알게 된 티나는 더 이상 작품에서 순수하게 성실한  인상대신 자신의 정체를 부정한 아버지를 증오한다.  보레는 공격적이고 무시무시한 외모로 유람선 조식 뷔페에서 훈제 연어를  독차지 하더니 인간과 범죄를 꾸미고 인간에게 탄압당한 복수와 같은  행위를 인간을 상대로 벌이며 티나에게 충격을 준다.  티나의 삶은 그녀의 능력을 발휘해 직업을 얻을 수 있었고 출산을 앞둔  이웃을 차로 데려다 주는 과정에서 사슴이 길을 건널 것을 알고는 야생  동물의 로드 킬을 방지하는 관대함까지 보인다. 외모는 괴이하지만 티나는  자신의 능력을 악용하기보다 정의를 위해 발휘했고 야생과 공존을 위한  목적으로도 활용할 줄 아는 선한이다.  티나는 자신을 인간으로 알았으나 보레 덕에 정체성을 얻게 된다. 그러나  정체성을 얻은 대가는 인간 사회에 대한 냉소이며 자신의 동족들이 처한  위급한 상황만 알 뿐이다.  은폐되고 조작된 진실의 실체를 알게 됐을 때 그게 정도로 비춰지지만  티나의 경우에는 굳이 ‘트롤’이라는 정체성을 알 필요가 있을까라는 생각이  든다. 보레의 등장이후 괴이한 로맨스가 시작되더니만 냉소적인 분위기로  급전환하는 ‘경계선’은 북유럽 신화를 차용해 인간 사회를 돌아보는 독특한  환상 극이다. more"
43,경계선,2019-10-27,8,감독은 천재 아님 또라이가 분명
50,고질라: 킹 오브 몬스터,2020-06-14,7,인간빼고 모든 장면이 예술이다
51,고질라: 킹 오브 몬스터,2019-08-11,4,"여태까지 봤던 '고질라' 영화 중에서 가장 재미 없고, 실망감만 가득한 영화였습니다! 고질라를 비롯하여 여러 가지 괴수들이 등장하면서 도심 주변이 아수라장이 되는 장면과 주인공이 주파수로 괴수들을 조종하는 장면 등 내용이 너무 혼란스러운데다 말도 안 되는 구성까지 도무지 공감이 가지 않은 영화였습니다! 전체적으로 너무 실망이었으니, 별 2개 드립니다!! more"
52,고질라: 킹 오브 몬스터,2019-06-21,3,"인간들 하는 꼬라지 보니까, 고질라가 실수로 인간들 다 밟아서 죽였으면 했다."
53,고질라: 킹 오브 몬스터,2019-06-02,8,"모든것을 엉망진창으로 만들어놓고마는 엠마, 그러나 과거에 모스라를 구해내고 오르카도 만들어낸 장본인으로 이 모든일은 잃은 아들과 세상을 구하기 위한 헌신이었다. 모스라가 고질라와 세상을 위해 자신을 희생하듯이 엠마 역식 가족과 세상을 위한 실날같은 한줄기 희망을 보게된다. 자신의 지난날의 잘못들로 인해 망가질대로 망가진 삶의 나락끝에서 이를 만회하고 바로잡을수있는 실날같은 기회를 보게 된다면 나도 과연 엠마처럼 행동할수있을까? more"
54,고질라: 킹 오브 몬스터,2019-05-29,6,"괴수 영화에 캐스팅이 왜이리 괜찮나 했더니 ,,,몇몇은 쩌리를 만들어 버리네."
55,광대들: 풍문조작단,2019-08-25,4,좋은 배우들 가지고 이렇게 유치하고 지루할수가 있다니
56,광대들: 풍문조작단,2019-08-22,8,"코믹하면서 나름 볼만한 영화였지만, 시대에 맞는 물건들이 등장하고 역사적 고증에 충실하지 못 하고 너무 과장시킨 점에 상당히 안타까움을 느꼈습니다! 물론 조선왕조실록에 기록된 내용을 토대로 구성했다고는 하지만 팩션과 픽션이 너무 뒤섞인게 흠이었습니다! 아무리 실제 있었던 일이라도 고증에 충실하면서 내용을 구성해서 만들었으면 싶습니다! 역사적인 면에서는 아깝지만 내용은 나쁘지 않았으니, 별 4개 드립니다!! more"
60,굿 라이어,2020-02-17,8,"사기에 엄청난 기질을 타고난 한 노년 신사가 영국의 부유한 미망인을 꼬드겨 수만의 돈을 뜯어내려는 치졸하고 능구렁이같은 작전과 거기서 밝혀지는 충격적인 진실과 그 남성의 실체와 여성의 진짜 목적을 아주 적나라하게 잘 표현했지만, 진정성과 공감도가 조금 떨어지는 것이 좀 아쉽기는 합니다! 그보다 노년 미망인의 복수와 밝혀진 사기꾼의 실체가 제일 반전적이면서 충격적이었으니, 별 4개 드립니다!! more"
61,굿 라이어,2019-12-17,6,두 배우의 노련한 연기가 일품
62,굿 라이어,2019-12-07,5,그녀의 원대하고 치밀한 그렇지만 다소 지루한 복수극
66,그것: 두 번째 이야기,2019-10-02,6,공포의 강도와 표현이 전편과 비슷해서 감흥이 덜하다.
67,그것: 두 번째 이야기,2019-09-07,8,"스토리 구성과 영상미를 통하여 공포감을 더 높게 조성해주었지만, 시간이 너무 길어서 지루한 부분도 있어서 전편에 비하여 크게 기대에 못 미친 영화였습니다! 성년이 된 아이들과 삐에로 악마 '그것'과의 최후의 대결 과정은 어느 정도 볼만했지만, 시간이 너무 길었던 것이 흠인 것 같았습니다! 전반적으로 볼만했으니, 별 4개 드립니다!! more"
68,그것: 두 번째 이야기,2019-09-04,7,내 마음속에 평생 기억 될 '루저 클럽'
70,그녀들을 도와줘,2019-08-18,7,서비스직=극한직업이라는 여성들의 당당한 증언
71,그대 이름은 장미,2019-02-08,7,"내용과 전개의 흐름, 그리고 공감대에서는 나름 여운이 있으면서 재미있었지만, 주인공이 옛날 구세대의 티가 좀 많이 나서 그런지 느낌이 많이 오지 않은 영화였습니다! 하지만, 이런 영화를 통하여 자식을 위해 모든 청춘을 포기했던 엄마의 마음 정도는 크게 공감할 수 있었습니다! 나름대로 볼만했으니, 별 3개 반 드립니다!! more"
72,그대 이름은 장미,2019-01-19,7,"마치 TV 드라마 보는 느낌이긴 하다. 어머니, 아니 부모님 효도할께요."
74,그린 북,2019-04-09,9,함께 생활하며 대화를 하는 것만으로도 서로가 받아들여질 수 있다는 소중한 경험. 다름에서 오는 고통을 이해하고자 했던 우정. more
75,그린 북,2019-03-18,9,두남자의 우정.. 감동..ㅎㅎ
76,그린 북,2019-03-15,9,"상당히 감동적이고 우정이 넘치는 실화였습니다! 제91회 오스카 어워즈에서 최우수작품상을 수상한 영화이길래 봤는데, 보고 나서는 작품상에 도전할만했고, 받을만도 했습니다! 무엇보다 1960년대 흑백 차별이 극심했던 시기에 백인 운전사와 흑인 뮤지션 간의 우정이 인종을 뛰어넘는 우정이 제일 큰 감동을 주었는 점에서 평화와 우정의 진정한 의미를 알게 되었습니다! 이 영화를 크게 강추하면서 별 4개 반 드립니다!! more"
77,그린 북,2019-02-06,8,진정한 남자들의 개꿀잼 버디 무비
78,그린 북,2019-01-23,10,"원래 이런 인종차별같은 편견에 대해 풀어내는 영화를 좋아했습니다 영화같은 매체의 순기능이기도 하구요  최근에 조지클루니 감독(맞습니다 배우!)의 서버비콘같은 경우는 조금 억지 PC 아닌가 느낌이 들어서 별로였는데 그린북은 참 유쾌하더군요  일단 로드무비라는 형식이 맘에 들었는데 차라는 좁은 공간에서 티격태격하고 하는게 재미있더라구요 친구들이랑 여행가도 개인공간이 없어지잖아요? 그래서 싸우기도하고 가까워지기도 하고 서로 다른 2인의 대비를 보여주는데 좋은 도구라는 생각이 들었어요 피자장면은 극장에서 빵터져서 너무 쪽팔리더라구요  근데 저 같은경우 보랩은 아무 느낌없이 봤지만 그린북의 동성애자 설정은 아니였으면 하더라구요(그냥 너무 편견요소를 다 때려박아넣은 느낌이라서요)  사람들 이슈가 능력이 있는사람만 인종차별이냐 하는부분은 (물론 감독이 마지막 펍씬을 통해 오해가 없도록 했다고 생각합니다) 그리고 개인생각이지만 인종차별, 성차별에 반대하는게 능력기반이 되는게 맞다고 생각합니다.(무한히 보편적으로 만인은 평등하다가 아니에요 ㅠ) 어디까지나 능력있는 사람을 인종,성별등 색안경때문에 놓치지 말자 정도입니다.  그리고 재밌는 포인트는 주인공이 이탈리아 사람이라는 점인데 미국내 주류 세력인 WASP(영국, 독일계 앵글로섹슨)이 아니라는 이유로 백인 경찰에게 ""너도 반은 흑인이구나"" 하는 부분이 독특했습니다. 평소에도 백인내에서도 슬라브, 라틴(국적으로는 폴란드 러시아 그리스)쪽 사람을 좀 부정적으로 보는 경우를 많이 봤거든요 백인 니네도 인종차별에서 자유로울수 없다는 경고같기도하구요  P.S. 감독이 조금 이슈가 있더군요 ... 모른채로 영화를 봐서 다행이네요 알았으면 보는내내 생각났을지도요 more"
79,그린 북,2019-01-14,10,"1960년대 미국은 흑인들에겐 암흑이었다. 특히 미국 남부는 노예제  폐지에도 불구하고 여전히 흑인들이 노예와 다를 바 없었으며 백인들에겐  사람이 아니었다. 그렇다고 해서 북부에서도 남부만큼은 아니지만 편견과  멸시에서 벗어날 수 있는 이들은 거의 없었으며 당연히 현재 트럼프가  집권하고 있는 미국에서 왕왕 벌어지는 인종차별의 인상이 짙은 사건들은  아직까지 미국에서 흑인들을 범죄자, 하층민으로 보는 시선이 농후하다는  증거다.  이런 전제조건하에서 1960년대 돈 셜리(마허샬리 알리)는 클래식  피아니스트로 당시 일반 흑인들이 전혀 누리지 못했던 부와 명예를 누리는  이다. 당연히 그가 노력한 피아노 연주 실력과 학력과 교양으로 자수성가  했고 카네기 홀 상층부에서 인도 출신 집사의 보살핌을 받으며 박사 학위를  받은 일종의 왕과 같은 모습으로 뉴욕에서 살고 있다.  토니(비고 모텐슨)는 이탈리아 이민자 출신으로 나이트클럽에서 말썽을  일으키는 사건 사고를 해결해 주는 해결사이자 이탈리아 출신답게  다혈질이라 분쟁이 생기면 주먹부터 나가는 사람이다. 이탈리아 출신답게  토니 주변에 가족은 물론이고 친구들 중에 마피아들이 득실득실  대는데다가 돈이 필요하면 주먹 세계에 있는 친구들이 토니에게 찾아와  일을 맡기려고 하지만 그러나 토니는 같은 이탈리아 출신이라고 해도  주먹세계의 친구들과 아주 큰 차이점이 있다. 결혼 전에는 모르지만  기혼자로서 자신의 아내 돌로레스(린다 카델리니)와 아이들을 위해 전혀  주먹 세계의 돈은 만지지 않는다는 철칙이 있는 이다.  당대 생각하기 어려운 지식과 교양과 품위가 있는 슈퍼 엘리트 흑인과  이탈리아 이민자 출신의 다혈질 사내의 조합은 여타 작품처럼 처음엔  불협화음을 일으키고 갈등을 일으키지만 여행을 통해 서로를 알아가고  알아가는 과정에서 전에 가졌던 편견과 고정관념을 눈 녹듯이 녹인다는 게  매력적인 작품이다.  흑인으로서 돈 셜리는 북부에서만 연주회를 하고 굳이 흑인들의 비참한  생활을 알면서도 남부에 갈 이유가 없다. 그러나 셜리는 기어코 남부에 가며  다혈질이자 문제해결력이 있으며 돈 셜리를 만나기 전에 집에서 흑인  배관공들이 마신 물 컵을 버릴 정도의 편견에 가득 찬 토니를 운전기사로  고용한다.  고고하고 결벽증이 있으며 깨끗해야 하는 돈 셜리에게 토니의 첫 인상을  좋지 못하다. 직설적으로 내뱉는 말부터 부정확한 영어 발음에 온갖  비속어를 쏟아내고 전반적으로 교양머리 없는 모양새가 돈에게는 참  불편해 보이는 것이다. 그러나 토니 또한 돈이 너무 결벽증이 심하고 지식을  추구하고 세상의 험한 꼴을 보지 못한 샌님인 게 불만이다. 작품은 이 두  대조적이고 극단의 성향인 사람들이 여행을 통해 변화되는 과정을 로드  무비의 정석대로 보여주며 아울러 이 두 배우가 상당한 연기 내공을  선사한다는 걸 전제하고 작품을 진행한다.  남부에서의 첫 연주에서 클래식 연주를 선보이는 돈을 보고 토니는 돈이  예사 인물이 아님을 알게 된다. 그러나 돈은 남부의 고고하고 부유층인  이들을 위해 실내에서 멋들어지고 화려한 연주 실력을 뽐낼 때는  연주자로서의 대접을 받지만 무대에서 내려왔을 때는 남부 흑인들과 같은  흑인으로 화장실, 식당, 양품점에서 온갖 차별을 받아내야 하고 이를  지켜보는 토니는 남부의 고집스런 흑인 차별과 학대가 잘못됐다는 것을  깨닫게 되며 인종적 편견으로부터 점점 거리를 두게 된다. 특히 돈이 어느  바에서 한잔 마시러 갔다가 백인들에게 호되게 맞을 때 토니는 자신의  다혈질 적인 성격을 잠시 잠재우고 총이 있는 척 연기하는 모습은 그가  아무리 다혈질이라고 하더라고 발생한 문제를 더 이상 확대 재생산하지  않는 유연한 모습도 지니고 있다는 걸 알 수 있다.  토니가 남부에서 돈이 백인들에게 온갖 차별과 멸시를 당하고 위기에 처할  때마다 구해주면서 큰 도움을 주는 경우도 있지만 돈이 토니를 학생 다루듯  계몽시키고 지시만 하다가 토니가 아내 돌로레스에게 쓰는 편지를  직접적으로 교정해 주고 문학적인 기교와 미사여구를 첨가해 주자 토니와  돌로레스의 관계는 돈의 투어 중에도 더 돈독해 지며 그 부부의 금슬이 더  나아지는 효과를 본다.  특히 차 안에서 켄터키 주에 진입했을 때 토니의 권유에 못 이겨 맨손으로  닭을 먹게 된 돈은 또한 토니가 살아왔던 삶의 흔적에 발을 들여놓는 순간이  되고 둘은 점차적으로 일방적인 관계가 아닌 쌍방향적으로 동화와  소통하는 관계에 놓이게 되고 이 투어를 통해 둘은 단순한 고용 관계가 아닌  인종과 신분과 계층을 초월한 우정을 쌓게 된다.  특히 북부에서만 있었어도 편안한 생활을 영위할 수 있었던 돈이 자신이  흑인이라는 정체성을 지니면서 남부로 가는 걸 택한 걸 동료 첼리스트  올렉(디미터 D 마리노프)은 영화 후반부의 토니에게 그게 용기이자 틀을  깨는 시도였다고 알려준다. 작품에 나온 두 주연배우는 남부 여행을 통해서  사건, 사고를 겪고 힘들기도 했으나 두 사람간의 틀을 깨고 세상의 틀을  깨고 시선을 넓히는 인생의 가치를 얻게 된다.  사람이라는 건 동서고금, 남녀노소를 불문하고 서로 쌍방향으로 배우는 게  정상이고 보편적이며 상식이다. 그러나 현재에 대부분의 관계가  일방적이기 가 일쑤이며 그 부작용의 폐해가 심각해도 고쳐지지 않는 다는  현실에서 ‘그린 북’은 흑인들의 남부 생존기가 아닌 인종을 초월한 아름다운  우정기가 되었으며 인생에서 평생의 친구를 얻은 둘의 모습이 인생의  아름다움을 장식한다고 밖에 할 말이 없다. more"
